time,height
2.224,0.0
2.56,0.0
2.5970001,0.0
2.6269999,0.0
2.6539998,0.0
2.6890001,0.0
2.7189999,0.0
2.749,0.0
2.7810001,0.0
2.8140001,0.0
2.8470001,0.0
2.8709998,0.0
2.9029999,0.0
2.933,0.0
2.9650002,0.0
2.999,0.0
3.0300002,0.0
3.0630002,0.0
3.098,0.0
3.125,0.0
3.157,0.0
3.1950002,0.0
3.2259998,0.0
3.2540002,0.0
3.2849998,0.0
3.315,0.0
3.3470001,0.0
3.3779998,0.0
3.4099998,0.0
3.441,0.0
3.473,0.0
3.5040002,0.0
3.534,0.0
3.5679998,0.0
3.598,0.0
3.63,0.0
3.6609998,0.0
3.6939998,0.0
3.73,0.0
3.756,0.0
3.7870002,0.0
3.8200002,0.0
3.85,0.0
3.881,0.0
3.914,0.0
3.948,0.0
3.981,0.0
4.008,0.0
4.043,1.89
4.072,0.99
4.107,-0.24
4.136,-1.18
4.168,-2.07
4.198,-2.88
4.23,-3.6
4.262,-4.18
4.293,-4.61
4.324,-4.89
4.356,-4.99
4.387,-4.87
4.419,-4.59
4.45,-4.13
4.483,-3.56
4.513,-2.83
4.544,-2.04
4.577,-1.15
4.607,0.05
4.638,0.99
4.669,1.86
4.702,2.7
4.733,3.41
4.764,4.04
4.802,4.5
4.831,4.83
4.861,4.99
4.891,4.92
4.924,4.68
4.96,4.27
4.989,3.73
5.02,3.04
5.05,2.25
5.081,1.37
5.113,0.13
5.145,-0.8
5.179,-1.71
5.209,-2.56
5.241,-3.32
5.271,-3.94
5.303,-4.45
5.335,-4.78
5.366,-4.99
5.397,-4.94
5.429,-4.72
5.461,-4.35
5.492,-3.82
5.525,-3.17
5.561,-2.39
5.588,-1.55
5.618,-0.32
5.65,0.58
5.682,1.5
5.714,2.33
5.745,3.12
5.777,3.78
5.808,4.32
5.84,4.7
5.873,4.97
5.904,4.97
5.935,4.8
5.966,4.47
5.997,3.98
6.0299997,3.36
6.061,2.61
6.0930004,1.77
6.1239996,0.55
6.1549997,-0.38
6.1870003,-1.31
6.2180004,-2.19
6.2489996,-2.99
6.281,-3.69
6.332,-4.66
6.3450003,-4.66
6.377,-4.96
6.408,-4.98
6.441,-4.84
6.472,-4.53
6.5030003,-4.07
6.538,-3.46
6.5690002,-1.92
6.5979996,-1.92
6.6309996,0.19
6.6610003,1.09
6.6920004,1.09
6.724,2.78
6.7559996,3.51
6.788,4.1
6.8199997,4.56
6.852,4.92
6.884,4.99
6.929,4.9
7.005,3.64
7.0439997,3.64
7.068,2.93
7.099,0.93
7.1309996,0.93
7.163,-0.93
7.1949997,-1.84
7.2299995,-2.68
7.26,-3.4
7.2910004,-4.02
7.3219995,-4.49
7.354,-4.89
7.385,-4.99
7.417,-4.92
7.4490004,-4.69
7.481,-4.28
7.5129995,-3.75
7.5439997,-3.06
7.576,-2.29
7.6070004,-1.12
7.639,-0.22
7.672,0.71
7.7040005,1.6
7.736,2.46
7.767,3.2
7.8,3.87
7.833,4.37
7.8640003,4.84
7.898,4.98
7.9280005,4.96
7.9610004,4.77
7.9919996,4.41
8.025,3.91
8.057,3.26
8.089,2.49
8.12,1.34
8.151,0.41
8.182,-0.52
8.213,-1.44
8.249,-2.32
8.279,-3.1
8.309,-3.76
8.349,-4.31
8.374,-4.79
8.406,-4.97
8.437,-4.98
8.469,-4.81
8.5,-4.48
8.532,-3.99
8.563,-3.38
8.595,-2.63
8.629,-1.52
8.658,-0.6
8.689,0.3
8.72,1.23
8.751,2.08
8.787,2.9
8.815,3.59
8.848,4.18
8.878,4.72
8.91,4.94
8.941,4.99
8.972,4.87
9.003,4.59
9.034,4.14
9.066,3.54
9.098,2.82
9.129,1.7
9.16,0.79
9.191,-0.14
9.223,-1.07
9.255,-1.97
9.288,-2.77
9.322,-4.08
9.351,-4.08
9.381,-4.67
9.412,-4.91
9.445,-4.99
9.484,-4.64
9.509,-4.23
9.542,-3.65
9.576,-2.98
9.605,-1.88
9.637,-1.02
9.668,-0.08
9.699,0.82
9.731,1.73
9.764,2.55
9.794,3.31
9.827,3.93
9.858,4.57
9.889,4.86
9.923,4.99
9.952,4.95
9.984,4.73
10.016,4.36
10.048,3.82
10.079,3.15
10.112,2.09
10.144,1.2
10.177,0.27
10.207,-0.66
10.239,-1.57
10.272,-2.44
10.304,-3.19
10.335,-3.85
10.368,-4.51
10.401,-4.83
10.432,-4.98
10.464,-4.96
10.509,-4.42
10.528,-4.42
10.567,-3.93
10.594,-3.28
10.622,-2.26
10.654,-1.39
10.684,-0.5
10.717,0.43
10.748,1.33
10.782,2.21
10.813,2.98
10.845,3.68
10.876,4.39
10.908,4.76
10.941,4.96
10.973,4.99
11.004,4.85
11.036,4.53
11.068,4.06
11.1,3.44
11.133,2.43
11.164,1.57
11.195,-0.27
11.228,-0.27
11.26,-2.06
11.291,-2.88
11.323,-3.57
11.355,-4.33
11.387,-4.71
11.419,-4.94
11.452,-4.99
11.484,-4.88
11.516,-4.6
11.55,-4.15
11.579,-3.58
11.611,-2.6
11.641,-1.79
11.674,-0.88
11.706,0.02
11.738,0.95
11.768,1.83
11.801,2.67
11.832,3.39
11.864,4.19
11.896,4.62
11.927,4.89
11.961,4.99
11.989,4.93
12.023,4.69
12.053,4.29
12.084,3.73
12.116,2.79
12.147,1.96
12.18,1.07
12.211,0.13
12.241,-0.79
12.273,-1.71
12.305,-2.53
12.337,-3.29
12.368,-4.1
12.403,-4.57
12.43,-4.86
12.463,-4.99
12.495,-4.95
12.526,-4.74
12.558,-4.37
12.589,-3.84
12.62,-2.95
12.651,-2.14
12.683,-1.29
12.715,-0.36
12.746,0.54
12.778,1.46
12.808,2.3
12.839,3.09
12.872,3.95
12.904,4.45
12.935,4.79
12.966,4.97
12.998,4.98
13.029,4.81
13.06,4.47
13.092,3.98
13.124,3.1
13.155,2.31
13.186,1.44
13.219,0.52
13.251,-0.41
13.281,-1.34
13.315,-2.22
13.346,-2.99
13.378,-3.89
13.409,-4.39
13.44,-4.76
13.472,-4.96
13.503,-4.98
13.535,-4.84
13.566,-4.53
13.598,-4.07
13.63,-3.23
13.662,-2.48
13.693,-1.62
13.725,-0.74
13.755,0.19
13.788,1.09
13.819,1.98
13.85,2.78
13.88,3.73
13.913,4.27
13.945,4.68
13.976,4.92
14.007,4.99
14.038,4.9
14.07,4.63
14.101,4.2
14.134001,3.4
14.165001,2.65
14.195,1.81
14.226,0.9
14.257999,-0.03
14.291,-0.96
14.319,-1.86
14.351999,-2.7
14.385,-3.64
14.416,-4.22
14.448,-4.9
14.479,-4.9
14.511999,-4.92
14.542,-4.68
14.573999,-4.68
14.607,-3.51
14.639999,-2.78
14.671,-1.99
14.702,-1.09
14.736,-0.19
14.767,0.74
14.797001,1.62
14.827999,2.48
14.8619995,3.46
14.893,4.07
14.927,4.53
14.958,4.84
14.9869995,4.98
15.02,4.96
15.051001,4.75
15.082001,4.38
15.114,3.65
15.143999,2.97
15.176001,2.16
15.208,1.28
15.239,0.35
15.271,-0.58
15.3029995,-1.5
15.334999,-2.34
15.365999,-3.36
15.396,-3.98
15.4279995,-4.47
15.459999,-4.8
15.49,-4.97
15.521999,-4.97
15.554001,-4.8
15.586,-4.47
15.618,-3.77
15.65,-3.12
15.68,-2.33
15.711,-1.49
15.745001,-0.57
15.775,0.33
15.809999,1.25
15.839001,2.11
15.872999,3.17
15.903999,3.84
15.937,4.37
15.968,4.74
16.001,4.95
16.031,4.99
16.065,4.86
16.097,4.55
16.128,3.9
16.16,3.24
16.192,2.47
16.222,1.62
16.254,0.7
16.286,-0.23
16.32,-1.16
16.349,-2.05
16.38,-3.09
16.413,-3.77
16.443,-4.3
16.474,-4.7
16.51,-4.93
16.537,-4.99
16.57,-4.89
16.6,-4.6
16.633,-4.0
16.664,-3.36
16.697,-2.64
16.728,-1.8
16.758,-0.92
16.789,0.0
16.82,0.91
16.852,1.81
16.883,2.89
16.916,3.58
16.95,4.15
16.978,4.6
17.01,4.88
17.044,4.99
17.074,4.93
17.105,4.7
17.14,4.13
17.17,2.83
17.203,2.01
17.234,1.11
17.266,0.21
17.296,-0.72
17.329,-1.63
17.36,-2.76
17.394,-3.46
17.424,-4.08
17.455,-4.53
17.486,-4.85
17.518,-4.99
17.549,-4.96
17.583,-4.76
17.613,-4.23
17.645,-3.66
17.676,-2.96
17.708,-2.18
17.74,-1.3
17.771,-0.4
17.802,0.53
17.835,1.42
17.867,2.57
17.899,3.32
17.929,3.96
17.96,4.45
17.992,4.8
18.024,4.97
18.056,4.98
18.087,4.81
18.119,4.32
18.153,3.77
18.183,3.09
18.214,2.3
18.246,1.42
18.279,0.5
18.31,0.5
18.344,0.5
18.374,-2.2
18.405,-2.33
18.437,-2.34
18.468,-2.21
18.499,-1.96
18.533,-1.59
18.563,-1.1
18.594,-0.54
18.626,0.21
18.658,0.72
18.689,1.25
18.723,1.68
18.754,2.0
18.785,2.21
18.817,2.3
18.849,2.24
18.878,1.96
18.91,1.61
18.943,1.14
18.973,0.63
19.005,0.07
19.037,-0.51
19.067,-1.08
19.099,-1.55
19.132,-2.05
19.163,-2.29
19.194,-2.39
19.228,-2.33
19.26,-2.14
19.293,-1.81
19.326,-1.38
19.356,-0.87
19.385,-0.04
19.418,0.58
19.448,1.14
19.478,1.62
19.51,2.07
19.541,2.39
19.573,2.57
19.605,2.59
19.635,2.38
19.667,2.04
19.698,1.6
19.729,1.07
19.762,0.43
19.795,-0.15
19.824,-0.82
19.857,-1.45
19.889,-2.13
19.92,-2.5
19.95,-2.74
19.983,-2.83
20.013,-2.76
20.045,-2.13
20.075,-2.13
20.107,-1.61
20.139,-0.78
20.171,-0.12
20.201,0.55
20.233,1.82
20.266,2.32
20.298,2.32
20.328,2.71
20.362,3.0
20.393,2.86
20.424,2.86
20.454,2.08
20.486,1.53
20.517,0.9
20.552,0.22
20.584,-0.42
20.619,-1.09
20.649,-1.91
20.679,-2.43
20.71,-2.78
20.741,-2.97
20.773,-3.03
20.804,-2.94
20.838,-2.68
20.869,-2.29
20.9,-1.57
20.932,-0.9
20.965,-0.18
20.998,0.49
21.028,1.19
21.059,1.77
21.091,2.29
21.123,2.68
21.155,2.92
21.189,2.9
21.219,2.75
21.251,2.43
21.281,1.96
21.314,1.43
21.342,0.81
21.375,0.12
21.406,-0.75
21.44,-1.35
21.471,-1.86
21.502,-2.3
21.532,-2.58
21.565,-2.72
21.597,-2.69
21.627,-2.52
21.659,-2.08
21.691,-1.65
21.722,-1.08
21.754,-0.45
21.785,0.15
21.819,0.78
21.848,1.32
21.882,1.79
21.914,2.26
21.947,2.46
21.977,2.51
22.008,2.43
22.039,2.21
22.072,1.82
22.104,1.35
22.136,0.83
22.167,0.05
22.199,-0.54
22.233,-1.1
22.265,-1.92
22.297,-1.92
22.329,-2.19
22.36,-2.33
22.391,-2.34
22.424,-2.13
22.456,-1.8
22.486,-0.97
22.518,-0.41
22.552,0.08
22.583,0.08
22.616,1.09
22.647,1.64
22.679,1.97
22.71,2.17
22.743,2.24
22.773,2.17
22.806,2.0
22.837,1.69
22.869,1.28
22.902,0.64
22.931,0.14
22.963,-0.33
22.995,-0.85
23.027,-1.31
23.059,-1.67
23.093,-1.95
23.123,-2.11
23.157,-2.12
23.187,-1.99
23.22,-1.75
23.253,-1.4
23.282,-1.0
23.315,-0.54
23.347,0.0
23.38,0.47
23.411,1.07
23.441,1.42
23.474,1.72
23.506,1.93
23.537,2.01
23.568,1.98
23.599,1.84
23.63,1.61
23.662,1.17
23.696,0.77
23.728,0.31
23.76,-0.13
23.791,-0.53
23.822,-0.97
23.855,-1.31
23.886,-1.56
23.919,-1.77
23.949,-1.82
23.982,-1.76
24.014,-1.6
24.044,-1.36
24.079,-1.04
24.107,-0.68
24.139,-0.27
24.171,0.26
24.203,0.65
24.234,0.98
24.266,1.24
24.297,1.44
24.328,1.55
24.36,1.57
24.391,1.5
24.424,1.27
24.457,0.72
24.487,0.72
24.518,0.03
24.549,-0.28
24.583,-0.59
24.613,-0.59
24.645,-0.88
24.678,-1.28
24.711,-1.33
24.742,-1.3
24.772,-1.19
24.804,-1.03
24.835,-0.79
24.867,-0.53
24.898,-0.13
24.931,0.16
24.961,0.44
24.993,0.7
25.025,0.91
25.056,1.06
25.089,1.15
25.119,1.16
25.149,1.06
25.181,0.92
25.213,0.72
25.244,0.48
25.275,0.22
25.307,-0.06
25.339,-0.34
25.37,-0.58
25.402,-0.85
25.432,-0.99
25.465,-1.07
25.497,-1.09
25.528,-1.05
25.559,-0.93
25.593,-0.77
25.625,-0.57
25.656,-0.26
25.687,-0.01
25.721,0.24
25.751,0.47
25.782,0.69
25.817,0.87
25.846,0.99
25.877,1.06
25.907,1.07
25.941,1.01
25.972,0.89
26.002,0.73
26.034,0.51
26.065,0.27
26.095,0.02
26.126,-0.23
26.159,-0.54
26.189,-0.74
26.221,-0.91
26.254,-1.01
26.285,-1.07
26.318,-1.06
26.347,-1.0
26.379,-0.89
26.412,-0.66
26.442,-0.46
26.475,-0.24
26.507,-0.01
26.538,0.2
26.568,0.4
26.601,0.61
26.631,0.77
26.663,0.92
26.696,0.99
26.728,1.0
26.758,0.96
26.789,0.87
26.823,0.76
26.855,0.59
26.885,0.41
26.918,0.14
26.95,-0.04
26.98,-0.23
27.012,-0.42
27.042,-0.57
27.073,-0.71
27.105,-0.8
27.137,-0.85
27.17,-0.85
27.2,-0.81
27.231,-0.73
27.263,-0.63
27.296,-0.51
27.327,-0.34
27.358,-0.19
27.391,-0.02
27.421,0.17
27.454,0.31
27.486,0.45
27.519,0.55
27.548,0.63
27.579,0.68
27.611,0.69
27.645,0.68
27.673,0.63
27.705,0.56
27.738,0.47
27.77,0.25
27.801,0.25
27.834,0.0
27.865,0.0
27.897,-0.11
27.929,-0.36
27.961,-0.44
27.992,-0.5
28.023,-0.54
28.056,-0.56
28.088,-0.56
28.12,-0.53
28.153,-0.46
28.181,-0.39
28.212,-0.32
28.244,-0.23
28.276,-0.13
28.309,-0.03
28.34,0.07
28.372,0.18
28.404,0.3
28.438,0.37
28.465,0.43
28.497,0.48
28.528,0.51
28.562,0.51
28.591,0.5
28.624,0.47
28.656,0.4
28.687,0.32
28.721,0.24
28.754,0.15
28.785,0.05
28.819,-0.04
28.849,-0.15
28.88,-0.24
28.91,-0.34
28.945,-0.41
28.974,-0.46
29.008,-0.49
29.04,-0.5
29.07,-0.49
29.103,-0.45
29.133,-0.4
29.167,-0.3
29.199,-0.22
29.23,-0.12
29.264,-0.02
29.296,0.07
29.332,0.17
29.359,0.25
29.391,0.32
29.422,0.39
29.453,0.43
29.486,0.44
29.518,0.43
29.551,0.41
29.581,0.36
29.614,0.31
29.647,0.24
29.679,0.14
29.709,0.05
29.742,-0.08
29.775,-0.15
29.808,-0.21
29.839,-0.25
29.871,-0.28
29.9,-0.3
29.934,-0.29
29.964,-0.28
29.997,-0.25
30.028,-0.22
30.061,-0.18
30.094002,-0.14
30.124,-0.09
30.158,-0.04
30.186,-0.01
30.220001,0.0
30.251,0.03
30.282001,0.04
30.314999,0.05
30.346,0.06
30.379002,0.06
30.412998,0.06
30.443,0.07
30.473999,0.07
30.505001,0.09
30.537998,0.1
30.57,0.12
30.602001,0.14
30.634998,0.17
30.668999,0.2
30.701,0.22
30.73,0.24
30.759998,0.25
30.793,0.25
30.823002,0.24
30.855,0.21
30.887001,0.17
30.921001,0.1
30.95,0.02
30.980999,-0.05
31.013,-0.14
31.047,-0.23
31.080002,-0.33
31.111,-0.42
31.141998,-0.49
31.174,-0.56
31.205002,-0.59
31.237999,-0.59
31.271,-0.56
31.301998,-0.5
31.334,-0.41
31.365002,-0.3
31.396,-0.16
31.425999,0.04
31.459,0.21
31.492,0.37
31.522999,0.67
31.555,0.67
31.587002,0.85
31.618,0.85
31.651001,0.89
31.68,0.88
31.712002,0.81
31.744,0.57
31.776001,0.38
31.807999,0.18
31.839,-0.02
31.875,-0.25
31.904,-0.54
31.936,-0.73
31.966,-0.88
31.998001,-1.01
32.029,-1.08
32.061,-1.09
32.094,-1.05
32.125,-0.95
32.155,-0.72
32.188,-0.52
32.219,-0.3
32.249,-0.04
32.282,0.18
32.314,0.42
32.346,0.65
32.377,0.83
32.407,1.02
32.439,1.1
32.471,1.13
32.502,1.09
32.534,0.99
32.566,0.85
32.597,0.66
32.629,0.44
32.659,0.13
32.69,-0.1
32.723,-0.35
32.754,-0.56
32.786,-0.74
32.817,-0.88
32.848,-0.97
32.879,-1.0
32.91,-0.97
32.943,-0.87
32.974,-0.73
33.006,-0.56
33.037,-0.36
33.067,-0.14
33.1,0.07
33.13,0.29
33.162,0.52
33.193,0.66
33.228,0.75
33.257,0.8
33.289,0.79
33.32,0.73
33.352,0.63
33.384,0.48
33.415,0.24
33.446,0.05
33.482,-0.13
33.509,-0.31
33.54,-0.47
33.573,-0.59
33.605,-0.67
33.636,-0.7
33.669,-0.66
33.7,-0.58
33.734,-0.45
33.766,-0.28
33.796,-0.09
33.828,0.1
33.861,0.3
33.896,0.49
33.926,0.7
33.955,0.8
33.988,0.86
34.019,0.86
34.051,0.8
34.084,0.69
34.117,0.5
34.146,0.29
34.178,-0.05
34.209,-0.29
34.242,-0.57
34.273,-0.8
34.306,-0.99
34.338,-1.13
34.369,-1.21
34.4,-1.23
34.43,-1.12
34.461,-0.97
34.494,-0.73
34.527,-0.16
34.559,0.18
34.59,0.51
34.619,0.51
34.652,0.81
34.685,1.17
34.715,1.55
34.746,1.61
34.779,1.58
34.809,1.47
34.84,1.27
34.872,1.0
34.903,1.0
34.935,0.54
34.967,-0.26
34.999,-0.66
35.029,-1.05
35.061,-1.38
35.092,-1.63
35.125,-1.81
35.155,-1.88
35.187,-1.8
35.221,-1.63
35.251,-1.38
35.284,-1.03
35.316,-0.63
35.346,-0.17
35.378,0.29
35.411,0.88
35.443,1.26
35.476,1.57
35.506,1.82
35.538,1.96
35.57,1.98
35.602,1.89
35.636,1.69
35.667,1.26
35.697,0.87
35.731,0.43
35.763,-0.05
35.794,-0.51
35.825,-0.95
35.858,-1.35
35.89,-1.65
35.923,-1.92
35.952,-1.98
35.986,-1.93
36.016,-1.75
36.05,-1.47
36.08,-1.11
36.112,-0.66
36.144,-0.19
36.176,0.46
36.207,0.91
36.238,1.34
36.272,1.67
36.301,1.9
36.334,2.03
36.366,2.02
36.396,1.9
36.427,1.57
36.46,1.18
36.489,0.7
36.521,0.2
36.552,-0.31
36.586,-0.85
36.616,-1.33
36.649,-1.73
36.681,-2.14
36.717,-2.3
36.748,-2.21
36.778,-1.95
36.809,-1.56
36.843,-1.08
36.879,-0.53
36.908,-0.53
36.937,0.29
36.97,1.51
37.003,2.02
37.034,2.45
37.067,2.74
37.095,2.88
37.127,2.84
37.159,2.52
37.191,2.11
37.222,1.58
37.256,0.9
37.289,0.18
37.319,-0.55
37.349,-1.33
37.382,-2.06
37.413,-2.85
37.445,-3.29
37.477,-3.54
37.509,-3.61
37.541,-3.49
37.572,-3.15
37.604,-2.63
37.635,-1.98
37.667,-0.9
37.699,-0.03
37.73,0.91
37.761,1.83
37.794,2.67
37.824,3.34
37.854,3.86
37.888,4.19
37.918,4.33
37.949,4.17
37.98,3.77
38.014,3.2
38.045,2.52
38.075,1.59
38.106,0.56
38.139,-0.44
38.17,-1.82
38.2,-2.8
38.232,-3.63
38.263,-4.28
38.297,-4.68
38.326,-4.87
38.358,-4.8
38.391,-4.51
38.423,-3.7
38.453,-2.86
38.486,-1.92
38.519,-0.95
38.551,0.2
38.581,1.36
38.612,2.38
38.646,3.3
38.678,4.27
38.71,4.81
38.74,5.09
38.772,5.11
38.806,4.86
38.835,4.4
38.869,3.67
38.898,2.75
38.93,1.36
38.961,0.26
38.993,-0.76
39.024,-1.89
39.057,-2.92
39.087,-3.79
39.119,-4.46
39.151,-4.88
39.184,-5.05
39.215,-4.87
39.247,-4.47
39.278,-3.03
39.314,-2.11
39.343,-1.04
39.374,0.07
39.405,0.07
39.441,1.48
39.469,3.28
39.501,3.95
39.533,4.41
39.568,4.63
39.599,4.63
39.63,4.41
39.662,3.8
39.694,3.16
39.726,2.32
39.759,1.44
39.79,0.58
39.823,-0.4
39.856,-1.24
39.885,-2.06
39.917,-2.77
39.95,-3.49
39.98,-3.85
40.012,-4.01
40.046,-3.97
40.077,-3.73
40.108,-3.33
40.14,-2.76
40.171,-2.01
40.204,-0.99
40.237,-0.21
40.266,0.5
40.3,1.27
40.331,1.94
40.362,2.5
40.392,2.9
40.423,3.16
40.456,3.25
40.487,3.13
40.517,2.88
40.549,2.49
40.583,2.02
40.614,1.48
40.644,0.85
40.675,0.25
40.707,-0.55
40.74,-1.09
40.772,-1.59
40.802,-1.99
40.833,-2.28
40.868,-2.44
40.897,-2.49
40.929,-2.43
40.962,-2.19
40.991,-1.91
41.024,-1.55
41.055,-1.15
41.088,-0.75
41.118,-0.26
41.151,0.16
41.183,0.57
41.213,1.07
41.246,1.36
41.276,1.61
41.307,1.78
41.339,1.86
41.369,1.87
41.402,1.8
41.434,1.68
41.465,1.41
41.497,1.14
41.529,0.86
41.56,0.55
41.591,-0.08
41.623,-0.08
41.655,-0.39
41.689,-0.68
41.719,-1.03
41.75,-1.44
41.781,-1.55
41.814,-1.62
41.847,-1.63
41.879,-1.58
41.908,-1.46
41.946,-1.23
41.975,-1.01
42.003,-0.74
42.035,-0.43
42.069,-0.11
42.1,0.2
42.13,0.55
42.163,0.88
42.194,1.27
42.226,1.51
42.26,1.68
42.29,1.8
42.322,1.84
42.353,1.8
42.383,1.69
42.416,1.49
42.447,1.1
42.479,0.77
42.511,0.39
42.543,-0.02
42.573,-0.44
42.606,-0.86
42.637,-1.24
42.668,-1.57
42.699,-1.92
42.731,-2.09
42.762,-2.17
42.797,-2.14
42.826,-2.02
42.859,-1.78
42.889,-1.48
42.92,-1.1
42.954,-0.52
42.983,-0.04
43.015,0.43
43.045,0.94
43.076,1.37
43.109,1.79
43.14,2.08
43.171,2.28
43.202,2.38
43.236,2.31
43.267,2.13
43.302,1.85
43.331,1.46
43.365,1.02
43.394,0.52
43.427,0.0
43.459,-0.67
43.492,-1.18
43.52,-1.63
43.553,-1.97
43.589,-2.23
43.618,-2.36
43.65,-2.38
43.68,-2.28
43.711,-1.96
43.746,-1.62
43.776,-1.2
43.81,-0.72
43.843,-0.18
43.872,0.29
43.903,0.82
43.936,1.26
43.966,1.75
44.0,2.02
44.03,2.17
44.065,2.08
44.094,1.87
44.127,1.53
44.161,1.12
44.192,0.47
44.223,0.0
44.255,-0.46
44.286,-0.92
44.318,-1.31
44.351,-1.62
44.382,-1.81
44.414,-1.89
44.446,-1.83
44.476,-1.66
44.509,-1.38
44.541,-1.04
44.57,-0.67
44.603,-0.19
44.635,0.21
44.667,0.63
44.698,1.11
44.728,1.41
44.76,1.62
44.79,1.73
44.824,1.71
44.854,1.59
44.887,1.39
44.919,1.09
44.95,0.57
44.982,0.12
45.014,-0.3
45.046,-0.7
45.077,-1.08
45.108,-1.43
45.139,-1.68
45.17,-1.82
45.203,-1.82
45.235,-1.68
45.267,-1.42
45.3,-1.08
45.33,-0.64
45.362,-0.19
45.393,0.29
45.424,0.79
45.457,1.41
45.489,1.75
45.521,2.0
45.554,2.15
45.585,2.17
45.615,2.07
45.647,1.83
45.679,1.49
45.711,0.88
45.741,0.36
45.776,-0.18
45.807,-0.77
45.837,-1.28
45.867,-1.72
45.902,-2.14
45.93,-2.4
45.964,-2.56
45.994,-2.5
46.026,-2.31
46.06,-1.96
46.089,-1.49
46.121,-0.92
46.153,-0.29
46.185,0.32
46.219,1.15
46.25,1.7
46.284,2.19
46.314,2.75
46.345,2.75
46.377,2.83
46.409,2.52
46.44,2.52
46.471,2.03
46.502,0.89
46.534,0.89
46.563,-0.44
46.596,-0.44
46.627,-1.67
46.658,-1.67
46.689,-2.17
46.721,-2.68
46.752,-2.93
46.785,-2.93
46.814,-2.56
46.847,-2.14
46.88,-1.67
46.91,-1.04
46.944,-1.04
46.973,-0.18
47.005,1.16
47.039,1.73
47.07,2.24
47.101,2.6
47.134,2.81
47.165,2.88
47.197,2.68
47.228,2.37
47.259,1.97
47.292,1.44
47.323,0.8
47.357,0.15
47.387,-0.53
47.42,-1.14
47.452,-1.87
47.484,-2.28
47.513,-2.56
47.547,-2.71
47.576,-2.69
47.608,-2.53
47.64,-2.22
47.672,-1.8
47.704,-1.03
47.74,-0.44
47.768,0.17
47.801,0.8
47.831,1.38
47.863,1.84
47.895,2.22
47.926,2.43
47.958,2.51
47.989,2.41
48.024,2.16
48.055,1.8
48.085,1.34
48.116,0.77
48.15,0.16
48.182,-0.4
48.212,-1.11
48.242,-1.58
48.274,-1.97
48.306,-2.22
48.339,-2.34
48.37,-2.32
48.4,-2.18
48.432,-1.91
48.463,-1.36
48.499,-0.84
48.526,-0.29
48.558,0.26
48.59,0.8
48.625,1.32
48.655,1.73
48.687,2.06
48.717,2.27
48.751,2.28
48.783,2.15
48.816,1.89
48.844,1.04
48.878,1.04
48.907,0.55
